"Term","Estimate","Std.Error","t.value","p.value"
"(Intercept)",2696.77290210405,NA,NA,NA
"avg_score_Q1",11.1209318219709,2.14069860455292,5.19500120115858,2.11072272433475e-07
"avg_score_Q2",-10.5503045882471,2.52740842780704,-4.1743568123658,3.02807050250266e-05
"avg_score_Q3",-5.04155876870179,2.36035108414003,-2.13593596417824,0.0327226193963996
"avg_score_Q4",-5.77883035050524,2.62393808513898,-2.20235011764737,0.0276762564115369
"avg_score_Q5",4.73788429447228,2.51633628791634,1.88285020457083,0.0597661660305434
"avg_score_Q6",4.21309085973067,2.04957198247028,2.05559545883954,0.03986216603906
"avg_score_Q7",-29.2596808304109,2.20150777745612,-13.2907460650541,8.82977839238206e-40
"avg_score_Q8",0.487238143877826,2.46281733054266,0.197837711240431,0.843178347721847
"avg_score_Q9",-4.33860551254794,3.08164808877243,-1.40788480305557,0.15921394363422
"avg_score_Q10",12.4337124602134,2.88819156391216,4.30501654238318,1.69474363328897e-05
"avg_score_Q11",14.7063207943856,2.4310182883547,6.04944885229092,1.5358290793299e-09
"avg_score_Q12",-7.11092331640372,2.21593250314543,-3.2089981559953,0.00133857930600559
"avg_score_Q15",-4.66941114691106,2.42785228123901,-1.92326822475711,0.0544908610223539
"avg_score_Q16",2.60092380139401,2.79974386317308,0.928986338931112,0.352931339016753
"avg_score_Q17",25.4889406629623,2.66791486934913,9.55388080624199,1.73892544159822e-21
"avg_score_Q18",17.3264138115271,2.896745762084,5.98133741604648,2.33305971867872e-09
"avg_score_Q19",-22.0803273604981,2.74622669344501,-8.04024205765743,1.06041662955063e-15
"avg_score_Q20",30.2931818805408,2.58257271701063,11.7298466296839,1.88312217878504e-31
"avg_score_Q21",-0.333559476323647,2.82513658771458,-0.118068442345113,0.906017147601043
"avg_score_Q22",-9.02829751542106,2.41906621834575,-3.73214153748754,0.000191510864849858
"avg_score_Q23",-5.55869219594291,2.89964914777583,-1.91702234051547,0.0552797429311075
"avg_score_Q24",-20.4149062456294,2.45268517315231,-8.32349233774313,1.03512549536644e-16
"avg_score_Q25",32.9412204127559,2.78935711219851,11.8096102749613,7.46441763673521e-32
"avg_score_Q26",-14.7804412281615,2.54788816893428,-5.8010557167993,6.90599219138522e-09
"avg_score_Q27",0.674486328616165,2.5447791790101,0.265047094922608,0.790981751517949
"avg_score_Q28",-5.54251445470381,2.17904357850291,-2.54355374503879,0.010996530371976
"avg_score_Q29",-14.581490355356,2.69043761480281,-5.41974668921089,6.18712894255698e-08
"avg_score_Q30",1.99162876499626,2.55556000435501,0.77933163831108,0.435813311200255
"X2023.Turnover",-145.760221562132,26.4461587736808,-5.51158384888744,3.69547478856446e-08
"MSP_sum",-1.83009785954611,0.119983301715407,-15.2529379787113,1.27278500595418e-51
"workload",-1.74916317522416,0.069818572183191,-25.0529783197897,3.38113960796437e-132
"shrinkage.....of.Sales",-98.616678226621,7.86586569293862,-12.5372949496394,1.22535241001542e-35
"scaleUpscales",-1303.34209586113,103.105096940733,-12.6409084956325,3.40458793270947e-36
"clusterOffice - High Income (Upscale)",1951.50320402873,523.188824156214,3.73001699181184,0.000193129376349336
"clusterOffice - Local (Wellcome)",468.5251229784,161.157090440471,2.90725727113735,0.00365870474336159
